Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
2,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
3,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
4,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
5,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
6,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
7,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
8,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
9,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
10,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
11,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
12,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
13,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
14,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
15,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
16,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
17,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
18,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
19,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
20,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
21,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
22,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
23,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
24,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
25,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
26,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
27,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
28,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
29,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
30,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
31,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
32,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
33,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
34,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
35,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
36,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
37,0.5011799510442868,0.14194675601014026,0.07426474858528315,0.05795132124875593,0.04881912114676776,0.05948440459482097,0.032008850584982325,0.0443583650970063,0.02068307697197364,0.019303404715983307
